ID,W,H
6138,73,189
6139,355,149
6140,429,467
6141,423,147
6142,267,371
6143,373,421
6144,133,481
6145,151,265
6146,103,229
6147,495,385
6148,311,83
6149,91,389
6150,91,413
6151,495,197
6152,135,153
6153,241,253
6154,427,163
6155,389,249
6156,195,139
6157,459,271
6158,469,297
6159,157,75
6160,309,217
6161,223,279
6162,309,159
6163,353,471
6164,273,441
6165,307,91
6166,367,317
6167,151,445
6168,83,399
6169,405,363
6170,287,69
6171,255,395
6172,85,305
6173,499,337
6174,317,273
6175,469,217
6176,429,489
6177,295,343
6178,149,499
6179,373,203
6180,423,101
6181,325,377
6182,459,283
6183,387,113
6184,107,321
6185,403,495
6186,245,223
6187,297,193
6188,429,317
6189,281,223
6190,325,385
6191,209,347
6192,81,147
6193,245,359
6194,219,447
6195,173,329
6196,233,219
6197,425,331
6198,261,125
6199,267,459
6200,307,473
6201,381,467
6202,435,151
6203,395,83
6204,99,415
6205,203,145
6206,225,359
6207,213,467
6208,477,161
6209,103,277
6210,397,451
6211,457,189
6212,229,455
6213,323,105
6214,381,357
6215,93,71
6216,115,333
6217,331,375
6218,311,331
6219,157,159
6220,303,485
6221,419,69
6222,415,443
6223,329,399
6224,125,323
6225,423,427
6226,465,483
6227,151,465
6228,175,165
6229,205,375
6230,349,427
6231,101,345
6232,455,299
6233,479,437
6234,177,291
6235,229,337
6236,261,181
6237,315,107
6238,465,465
6239,81,173
6240,177,441
6241,227,469
6242,147,191
6243,259,225
6244,105,255
6245,249,369
6246,231,211
6247,67,421
6248,241,83
6249,367,219
6250,81,423
6251,119,231
6252,99,189
6253,261,429
6254,471,421
6255,225,245
6256,213,161
6257,327,85
6258,79,439
6259,141,173
6260,113,179
6261,153,185
6262,249,261
6263,123,105
6264,251,259
6265,99,255
6266,331,221
6267,457,87
6268,255,293
6269,325,73
6270,439,205
6271,467,283
6272,345,153
6273,155,371
6274,491,65
6275,207,295
6276,339,403
6277,385,119
6278,119,81
6279,357,399
6280,419,91
6281,227,115
6282,277,201
6283,81,401
6284,281,307
6285,493,249
6286,387,267
6287,307,295
6288,143,407
6289,157,255
6290,223,113
6291,221,373
6292,195,141
6293,315,493
6294,193,63
6295,267,205
6296,429,189
6297,279,163
6298,267,443
6299,91,451
6300,269,183
6301,341,227
6302,137,341
6303,383,447
6304,477,405
6305,487,359
6306,199,421
6307,465,165
6308,75,353
6309,311,393
6310,147,131
6311,441,273
6312,205,427
6313,275,485
6314,297,329
6315,201,467
6316,195,133
6317,255,261
6318,119,353
6319,367,243
6320,305,181
6321,289,351
6322,69,457
6323,419,299
6324,319,319
6325,103,365
6326,373,479
6327,243,97
6328,219,331
6329,113,167
6330,189,67
6331,205,331
6332,485,397
6333,139,499
6334,375,481
6335,383,143
6336,335,113
6337,333,107
6338,205,75
6339,363,493
6340,401,219
6341,429,405
6342,341,295
6343,275,345
6344,445,255
6345,459,367
6346,367,331
6347,119,255
6348,153,175
6349,139,287
6350,183,197
6351,417,397
6352,385,285
6353,435,255
6354,79,339
6355,323,169
6356,271,91
6357,187,381
6358,103,203
6359,273,261
6360,199,189
6361,227,461
6362,215,401
6363,229,307
6364,479,455
6365,241,449
6366,235,337
6367,271,181
6368,127,215
6369,153,259
6370,461,253
6371,113,269
6372,225,109
6373,141,79
6374,429,289
6375,161,257
6376,333,345
6377,437,209
6378,437,81
6379,67,461
6380,289,487
6381,177,181
6382,337,295
6383,249,127
6384,69,463
6385,151,191
6386,343,445
6387,429,183
6388,205,121
6389,199,135
6390,71,403
6391,321,173
6392,125,489
6393,227,319
6394,67,299
6395,445,119
6396,437,229
6397,277,117
6398,469,85
6399,107,435
6400,177,487
6401,171,311
6402,289,321
6403,399,431
6404,389,235
6405,133,163
6406,385,113
6407,131,137
6408,407,395
6409,137,465
6410,171,403
6411,141,383
6412,307,419
6413,85,459
6414,237,111
6415,345,113
6416,367,315
6417,369,199
6418,237,337
6419,283,269
6420,419,77
6421,257,169
6422,223,165
6423,335,265
6424,453,467
6425,213,125
6426,263,463
6427,393,105
6428,265,71
6429,155,461
6430,399,375
6431,179,495
6432,479,69
6433,343,127
6434,145,375
6435,357,155
6436,351,467
6437,457,485
6438,251,273
6439,353,211
6440,441,191
6441,109,61
6442,197,301
6443,315,421
6444,153,291
6445,171,115
6446,211,161
6447,77,117
6448,75,491
6449,161,393
6450,349,63
6451,379,119
6452,363,275
6453,443,239
6454,363,83
6455,413,479
6456,73,75
6457,471,447
6458,477,71
6459,461,81
6460,383,449
6461,69,119
6462,217,121
6463,409,489
6464,129,75
6465,433,163
6466,305,225
6467,157,343
6468,427,329
6469,477,159
6470,323,139
6471,357,141
6472,239,109
6473,273,489
6474,451,499
6475,193,489
6476,375,347
6477,379,267
6478,109,399
6479,431,395
6480,321,493
6481,73,127
6482,421,435
6483,117,439
6484,489,225
6485,363,265
6486,275,349
6487,467,461
6488,131,91
6489,103,209
6490,95,233
6491,133,445
6492,345,219
6493,215,67
6494,347,437
6495,467,263
6496,497,187
6497,297,437
6498,85,93
6499,477,347
6500,257,305
6501,431,207
6502,445,441
6503,109,171
6504,387,379
6505,391,123
6506,329,179
6507,343,107
6508,223,467
6509,379,307
6510,169,363
6511,377,401
6512,93,463
6513,287,153
6514,325,399
6515,253,113
6516,471,177
6517,85,67
6518,493,143
6519,347,253
6520,375,301
6521,303,313
6522,383,223
6523,147,121
6524,453,475
6525,397,383
6526,135,405
6527,485,227
6528,71,179
6529,449,221
6530,199,257
6531,187,451
6532,203,497
6533,331,263
6534,303,283
6535,479,105
6536,101,283
6537,445,391
6538,103,405
6539,111,273
6540,209,421
6541,263,227
6542,433,99
6543,357,189
6544,303,207
6545,213,195
6546,363,371
6547,303,435
6548,151,231
6549,349,323
6550,109,247
6551,311,319
6552,349,315
6553,231,219
6554,69,355
6555,313,213
6556,213,127
6557,361,361
6558,273,429
6559,327,265
6560,337,341
6561,441,471
6562,423,147
6563,145,269
6564,493,481
6565,111,393
6566,203,109
6567,69,477
6568,427,83
6569,411,457
6570,407,237
6571,401,431
6572,179,85
6573,265,231
6574,121,243
6575,387,117
6576,429,483
6577,151,307
6578,251,453
6579,163,483
6580,425,277
6581,491,239
6582,233,471
6583,433,453
6584,115,243
6585,129,205
6586,121,65
6587,367,383
6588,223,89
6589,207,421
6590,317,169
6591,369,141
6592,121,179
6593,71,157
6594,91,161
6595,231,495
6596,77,147
6597,463,153
6598,177,491
6599,439,393
6600,77,235
6601,413,71
6602,145,437
6603,281,467
6604,271,261
6605,429,451
6606,401,493
6607,139,257
6608,347,161
6609,297,63
6610,285,345
6611,119,267
6612,399,399
6613,179,417
6614,277,411
6615,109,471
6616,373,265
6617,87,369
6618,153,213
6619,129,381
6620,315,429
6621,469,213
6622,427,95
6623,89,415
6624,125,119
6625,325,497
6626,251,263
6627,199,133
6628,389,393
6629,197,429
6630,481,207
6631,155,299
6632,397,451
6633,303,347
6634,65,107
6635,145,333
6636,195,185
6637,141,323
6638,95,229
6639,491,465
6640,71,441
6641,195,415
6642,327,119
6643,225,251
6644,185,227
6645,285,371
6646,403,399
6647,157,185
6648,107,95
6649,459,461
6650,487,165
6651,401,357
6652,399,447
6653,383,237
6654,251,171
6655,197,173
6656,481,299
6657,443,393
6658,127,201
6659,461,233
6660,245,407
6661,211,85
6662,85,491
6663,89,483
6664,155,399
6665,323,295
6666,227,91
6667,243,433
6668,459,117
6669,383,261
6670,349,307
6671,159,437
6672,107,79
6673,89,87
6674,475,477
6675,77,135
6676,337,473
6677,149,193
6678,219,85
6679,67,131
6680,393,133
6681,69,327
6682,283,427
6683,389,63
6684,321,199
6685,217,483
6686,243,79
6687,375,421
6688,95,77
6689,445,315
6690,103,445
6691,145,457
6692,271,165
6693,63,197
6694,235,199
6695,437,85
6696,459,149
6697,297,351
6698,291,403
6699,437,209
6700,177,291
6701,351,149
6702,273,393
6703,225,221
6704,247,183
6705,145,419
6706,73,117
6707,177,201
6708,95,151
6709,443,271
6710,223,263
6711,329,247
6712,341,493
6713,445,261
6714,401,395
6715,329,263
6716,219,283
6717,71,361
6718,393,219
6719,485,327
6720,237,491
6721,339,347
6722,115,179
6723,239,69
6724,357,93
6725,93,207
6726,499,375
6727,257,223
6728,161,155
6729,207,211
6730,241,161
6731,151,255
6732,477,445
6733,479,297
6734,349,263
6735,111,201
6736,249,471
6737,119,173
6738,259,125
6739,189,191
6740,455,99
6741,93,399
6742,433,293
6743,485,419
6744,485,71
6745,331,343
6746,337,469
6747,97,351
6748,461,409
6749,479,357
6750,163,319
6751,305,457
6752,463,235
6753,173,111
6754,207,261
6755,437,259
6756,387,477
6757,499,145
6758,367,169
6759,431,243
6760,475,357
6761,91,61
6762,449,227
6763,75,473
6764,261,145
6765,441,371
6766,181,105
6767,221,399
6768,413,221
6769,109,341
6770,81,461
6771,299,285
6772,337,463
6773,189,293
6774,251,475
6775,345,491
6776,217,73
6777,139,429
6778,111,169
6779,109,375
6780,209,393
6781,377,219
6782,461,249
6783,237,473
6784,245,405
6785,197,67
6786,81,479
6787,195,65
6788,421,443
6789,275,323
6790,261,99
6791,135,399
6792,165,423
6793,311,453
6794,373,495
6795,65,159
6796,349,477
6797,373,337
6798,351,305
6799,191,251
6800,325,173
6801,283,375
6802,257,497
6803,151,281
6804,301,499
6805,117,469
6806,261,485
6807,105,355
6808,209,247
6809,379,413
6810,129,247
6811,327,81
6812,467,423
6813,289,357
6814,247,499
6815,413,251
6816,65,359
6817,177,113
6818,131,125
6819,341,391
6820,285,459
6821,491,67
6822,175,229
6823,327,495
6824,499,379
6825,199,307
6826,405,147
6827,197,83
6828,349,451
6829,471,401
6830,489,499
6831,275,307
6832,367,175
6833,383,433
6834,83,245
6835,297,213
6836,395,459
6837,157,385
6838,259,351
6839,431,185
6840,413,183
6841,167,277
6842,311,139
6843,339,253
6844,245,67
6845,441,463
6846,435,287
6847,233,149
6848,221,463
6849,183,209
6850,79,271
6851,367,265
6852,135,279
6853,413,441
6854,495,475
6855,151,401
6856,193,205
6857,171,111
6858,455,127
6859,69,151
6860,461,81
6861,343,493
6862,241,473
6863,135,103
6864,249,241
6865,465,117
6866,191,449
6867,223,89
6868,419,491
6869,337,205
6870,377,461
6871,189,477
6872,151,301
6873,313,73
6874,417,325
6875,275,173
6876,97,99
6877,241,393
6878,449,477
6879,301,489
6880,211,101
6881,253,387
6882,103,331
6883,79,347
6884,225,113
6885,275,383
6886,479,173
6887,165,251
6888,153,361
6889,151,389
6890,275,369
6891,239,451
6892,295,357
6893,99,387
6894,317,323
6895,363,425
6896,373,73
6897,179,227
6898,215,193
6899,319,169
6900,185,427
6901,415,445
6902,477,493
6903,355,443
6904,175,373
6905,293,431
6906,473,435
6907,113,223
6908,153,145
6909,91,365
6910,449,97
6911,175,213
6912,197,471
6913,163,113
6914,141,181
6915,213,403
6916,335,369
6917,489,269
6918,137,149
6919,469,71
6920,259,107
6921,429,409
6922,189,139
6923,419,209
6924,471,475
6925,263,329
6926,415,91
6927,337,317
6928,195,389
6929,95,197
6930,457,167
6931,107,437
6932,297,373
6933,413,493
6934,219,343
6935,131,379
6936,459,429
6937,465,323
6938,453,239
6939,79,215
6940,173,89
6941,299,439
6942,63,175
6943,63,125
6944,425,453
6945,421,91
6946,371,221
6947,311,177
6948,497,135
6949,417,303
6950,269,337
6951,297,303
6952,229,117
6953,169,465
6954,75,467
6955,109,267
6956,205,301
6957,411,309
6958,365,391
6959,391,153
6960,157,81
6961,227,189
6962,293,201
6963,485,327
6964,267,447
6965,311,447
6966,337,165
6967,251,155
6968,197,353
6969,125,307
6970,165,273
6971,101,389
6972,447,187
6973,233,91
6974,475,469
6975,281,215
6976,379,169
6977,485,443
6978,449,253
6979,315,213
6980,277,431
6981,297,499
6982,85,371
6983,307,269
6984,289,339
6985,195,177
6986,349,355
6987,67,281
6988,211,63
6989,413,63
6990,225,225
6991,447,283
6992,81,187
6993,79,243
6994,357,139
6995,407,269
6996,103,121
6997,317,471
6998,81,125
6999,73,167
7000,193,289
7001,477,161
7002,315,83
7003,445,339
7004,239,279
7005,351,339
7006,233,283
7007,353,233
7008,443,451
7009,129,253
7010,77,193
7011,431,469
7012,291,429
7013,447,415
7014,493,257
7015,245,271
7016,221,415
7017,477,345
7018,493,455
7019,287,225
7020,399,387
7021,419,173
7022,143,287
7023,119,159
7024,343,69
7025,427,301
7026,463,99
7027,195,197
7028,91,293
7029,365,81
7030,451,213
7031,433,425
7032,251,279
7033,143,487
7034,189,381
7035,185,73
7036,427,237
7037,119,169
7038,377,179
7039,483,433
7040,435,93
7041,291,465
7042,373,95
7043,479,369
7044,231,479
7045,247,107
7046,365,185
7047,273,463
7048,229,401
7049,113,409
7050,457,337
7051,393,319
7052,139,221
7053,117,247
7054,389,425
7055,277,125
7056,127,69
7057,145,117
7058,219,169
7059,137,73
7060,359,163
7061,299,83
7062,137,393
7063,429,63
7064,131,309
7065,241,161
7066,243,423
7067,173,337
7068,241,149
7069,453,465
7070,203,307
7071,245,213
7072,163,223
7073,331,473
7074,487,73
7075,257,147
7076,479,321
7077,395,429
7078,489,411
7079,233,433
7080,293,169
7081,401,137
7082,221,261
7083,425,471
7084,295,305
7085,351,129
7086,333,67
7087,459,87
7088,381,63
7089,479,81
7090,295,345
7091,111,235
7092,81,263
7093,369,335
7094,63,311
7095,465,227
7096,77,465
7097,201,433
7098,113,213
7099,255,85
7100,345,147
7101,499,141
7102,343,459
7103,463,429
7104,381,227
7105,337,195
7106,139,285
7107,427,469
7108,223,143
7109,457,303
7110,77,123
7111,415,293
7112,425,129
7113,455,111
7114,103,323
7115,355,491
7116,185,215
7117,397,95
7118,259,207
7119,493,265
7120,245,225
7121,189,69
7122,277,265
7123,397,281
7124,249,321
7125,391,441
7126,401,139
7127,427,297
7128,263,339
7129,283,203
7130,217,313
7131,493,391
7132,279,173
7133,489,171
7134,461,241
7135,371,195
7136,161,389
7137,77,281
7138,165,187
7139,479,109
7140,321,97
7141,187,123
7142,349,363
7143,469,437
7144,477,383
7145,305,97
7146,455,381
7147,343,377
7148,475,303
7149,229,229
7150,499,427
7151,259,477
7152,401,185
7153,65,89
7154,409,103
7155,97,309
7156,215,189
7157,323,233
7158,137,463
7159,323,417
7160,463,371
7161,381,227
7162,87,475
7163,317,431
7164,421,375
7165,305,469
7166,255,265
7167,313,433
7168,151,257
7169,459,219
7170,167,179
7171,241,81
7172,335,109
7173,253,101
7174,431,319
7175,471,261
7176,323,169
7177,97,477
7178,123,235
7179,143,153
7180,245,101
7181,369,187
7182,481,67
7183,491,409
7184,403,299
7185,329,213
7186,153,85
7187,461,455
7188,217,341
7189,447,245
7190,321,61
7191,181,229
7192,105,137
7193,319,365
7194,423,95
7195,99,91
7196,181,177
7197,331,393
7198,69,125
7199,185,135
7200,321,469
7201,473,229
7202,211,191
7203,119,293
7204,295,357
7205,157,353
7206,241,401
7207,283,463
7208,337,251
7209,323,477
7210,493,235
7211,183,475
7212,143,459
7213,289,403
7214,251,349
7215,493,497
7216,367,413
7217,493,67
7218,135,211
7219,227,499
7220,489,109
7221,423,405
7222,133,307
7223,299,291
7224,267,191
7225,327,195
7226,363,277
7227,305,81
7228,305,379
7229,203,303
7230,431,359
7231,425,325
7232,123,151
7233,465,315
7234,333,79
7235,469,325
7236,105,457
7237,401,69
7238,205,95
7239,429,421
7240,465,143
7241,323,291
7242,193,217
7243,133,347
7244,95,239
7245,421,101
7246,349,437
7247,99,213
7248,481,155
7249,81,137
7250,157,177
7251,337,291
7252,127,409
7253,477,339
7254,181,95
7255,179,247
7256,475,345
7257,467,175
7258,423,469
7259,307,273
7260,491,387
7261,495,371
7262,131,371
7263,197,265
7264,477,117
7265,63,245
7266,411,269
7267,339,215
7268,489,417
7269,81,437
7270,465,407
7271,61,487
7272,159,391
7273,407,253
7274,471,223
7275,253,125
7276,73,191
7277,415,135
7278,449,409
7279,221,277
7280,197,299
7281,479,391
7282,385,263
7283,405,485
7284,357,461
7285,107,401
7286,469,177
7287,87,355
7288,139,281
7289,77,197
7290,335,387
7291,339,307
7292,381,63
7293,75,153
7294,141,401
7295,387,305
7296,281,403
7297,93,193
7298,345,185
7299,469,435
7300,295,303
7301,131,65
7302,133,423
7303,169,487
7304,83,351
7305,131,169
7306,155,409
7307,437,315
7308,191,473
7309,227,191
7310,191,107
7311,415,109
7312,71,429
7313,435,113
7314,353,203
7315,99,207
7316,147,153
7317,363,277
7318,375,359
7319,423,73
7320,271,401
7321,433,233
7322,441,333
7323,401,195
7324,181,177
7325,373,157
7326,327,443
7327,121,489
7328,301,125
7329,191,89
7330,427,253
7331,307,325
7332,133,471
7333,297,323
7334,213,369
7335,145,347
7336,391,215
7337,237,467
7338,279,493
7339,473,79
7340,255,285
7341,171,433
7342,341,219
7343,191,107
7344,285,389
7345,295,433
7346,297,85
7347,321,107
7348,373,73
7349,201,371
7350,95,389
7351,117,109
7352,355,343
7353,109,359
7354,283,489
7355,369,185
7356,71,169
7357,73,369
7358,243,353
7359,111,143
7360,285,71
7361,87,345
7362,99,205
7363,111,341
7364,453,349
7365,377,87
7366,395,443
7367,119,115
7368,105,411
7369,95,109
7370,355,269
7371,473,479
7372,275,439
7373,199,321
7374,389,61
7375,383,163
7376,423,291
7377,353,159
7378,291,271
7379,475,431
7380,415,73
7381,79,275
7382,471,283
7383,439,471
7384,231,249
7385,77,499
7386,235,91
7387,417,155
7388,65,429
7389,365,195
7390,269,453
7391,355,183
7392,161,469
7393,183,119
7394,447,385
7395,239,389
7396,477,179
7397,203,135
7398,307,309
7399,257,255
7400,327,369
7401,183,309
7402,327,83
7403,167,79
7404,149,417
7405,239,179
7406,401,111
7407,375,335
7408,417,177
7409,147,217
7410,235,359
7411,87,181
7412,445,91
7413,291,383
7414,115,129
7415,499,479
7416,411,145
7417,199,443
7418,93,473
7419,445,73
7420,135,101
7421,115,347
7422,209,263
7423,129,107
7424,375,269
7425,377,245
7426,97,99
7427,237,149
7428,273,155
7429,113,235
7430,275,305
7431,249,167
7432,467,65
7433,75,63
7434,333,139
7435,479,177
7436,493,133
7437,269,285
7438,113,311
7439,365,485
7440,315,139
7441,139,161
7442,177,209
7443,393,225
7444,127,425
7445,125,311
7446,111,313
7447,289,469
7448,273,195
7449,329,95
7450,217,409
7451,121,211
7452,455,163
7453,381,187
7454,381,79
7455,483,499
7456,171,223
7457,301,247
7458,71,219
7459,361,195
7460,475,117
7461,185,309
7462,115,447
7463,407,381
7464,317,353
7465,163,159
7466,491,185
7467,117,351
7468,281,343
7469,231,119
7470,325,137
7471,73,291
7472,393,291
7473,153,357
7474,63,221
7475,221,77
7476,419,189
7477,431,117
7478,351,281
7479,203,293
7480,297,493
7481,481,99
7482,179,231
7483,475,207
7484,145,149
7485,483,349
7486,127,315
7487,479,425
7488,71,381
7489,153,257
7490,193,115
7491,163,231
7492,297,365
7493,397,117
7494,407,303
7495,425,227
7496,301,89
7497,363,415
7498,65,91
7499,429,169
7500,381,285
7501,117,289
7502,331,145
7503,183,131
7504,461,397
7505,449,85
7506,459,169
7507,87,411
7508,145,273
7509,307,99
7510,75,117
7511,75,423
7512,131,133
7513,489,261
7514,385,493
7515,169,99
7516,343,93
7517,103,393
7518,423,99
7519,233,317
7520,143,71
7521,331,279
7522,239,411
7523,141,289
7524,283,163
7525,199,199
7526,191,253
7527,459,347
7528,159,135
7529,283,389
7530,349,333
7531,499,451
7532,307,179
7533,357,185
7534,365,191
7535,423,179
7536,179,299
7537,143,239
7538,209,409
7539,319,215
7540,319,465
7541,285,153
7542,277,179
7543,271,117
7544,397,259
7545,431,475
7546,329,423
7547,97,371
7548,145,75
7549,205,109
7550,401,117
7551,89,191
7552,289,171
7553,75,359
7554,63,75
7555,411,143
7556,189,93
7557,201,297
7558,363,135
7559,345,137
7560,451,481
7561,313,247
7562,85,367
7563,303,249
7564,179,345
7565,237,159
7566,101,301
7567,253,127
7568,249,279
7569,473,399
7570,291,357
7571,83,249
7572,131,373
7573,187,283
7574,123,71
7575,127,79
7576,77,383
7577,425,297
7578,353,327
7579,381,173
7580,249,277
7581,221,393
7582,143,109
7583,425,409
7584,449,241
7585,269,199
7586,85,221
7587,121,179
7588,95,359
7589,473,133
7590,67,313
7591,189,317
7592,63,431
7593,449,227
7594,73,257
7595,367,201
7596,437,327
7597,119,115
7598,399,499
7599,263,75
7600,281,321
7601,431,353
7602,97,143
7603,345,373
7604,107,203
7605,175,219
7606,349,103
7607,351,305
7608,145,151
7609,123,303
7610,391,261
7611,449,107
7612,363,231
7613,129,275
7614,125,335
7615,401,389
7616,307,313
7617,237,419
7618,437,303
7619,121,131
7620,413,493
7621,493,217
7622,403,315
7623,331,153
7624,363,371
7625,231,99
7626,417,281
7627,81,191
7628,333,323
7629,175,329
7630,225,205
7631,451,285
7632,455,249
7633,371,447
7634,375,387
7635,361,421
7636,89,355
7637,87,73
7638,155,69
7639,249,119
7640,195,65
7641,393,451
7642,233,311
7643,101,183
7644,351,79
7645,429,283
7646,129,339
7647,225,319
7648,427,435
7649,153,373
7650,375,403
7651,205,367
7652,465,411
7653,401,453
7654,211,181
7655,387,493
7656,125,155
7657,473,83
7658,367,465
7659,169,251
7660,69,255
7661,269,311
7662,327,93
7663,265,445
7664,437,493
7665,125,469
7666,229,113
7667,163,171
7668,481,277
7669,257,257
7670,399,287
7671,165,333
7672,495,65
7673,287,231
7674,69,425
7675,91,167
7676,199,353
7677,469,273
7678,117,185
7679,493,275
7680,81,413
7681,335,73
7682,387,215
7683,363,369
7684,83,197
7685,319,89
7686,207,125
7687,257,367
7688,73,161
7689,297,245
7690,95,351
7691,387,325
7692,315,119
7693,491,137
7694,399,357
7695,357,61
7696,363,251
7697,229,305
7698,261,225
7699,409,447
7700,393,107
7701,455,443
7702,203,229
7703,383,95
7704,121,205
7705,381,411
7706,467,331
7707,221,479
7708,481,107
7709,335,353
7710,197,183
7711,495,213
7712,153,419
7713,211,97
7714,231,299
7715,485,155
7716,287,499
7717,395,489
7718,327,307
7719,153,241
7720,159,135
7721,253,191
7722,249,211
7723,407,395
7724,97,409
7725,191,393
7726,417,147
7727,175,65
7728,61,325
7729,365,169
7730,143,335
7731,265,261
7732,275,99
7733,187,267
7734,79,169
7735,219,273
7736,137,123
7737,193,83
7738,387,351
7739,135,231
7740,283,175
7741,93,491
7742,193,335
7743,101,93
7744,119,367
7745,161,493
7746,471,129
7747,419,483
7748,65,141
7749,185,95
7750,461,401
7751,297,91
7752,389,363
7753,329,319
7754,335,455
7755,65,403
7756,185,175
7757,155,127
7758,345,473
7759,377,497
7760,381,265
7761,349,241
7762,461,307
7763,109,391
7764,405,297
7765,161,241
7766,463,317
7767,471,175
7768,297,131
7769,385,195
7770,339,125
7771,437,489
7772,389,381
7773,233,471
7774,449,333
7775,323,149
7776,73,299
7777,413,207
7778,139,231
7779,443,209
7780,441,245
7781,159,279
7782,261,75
7783,419,157
7784,397,473
7785,123,205
7786,443,113
7787,123,411
7788,153,211
7789,87,367
7790,65,193
7791,395,91
7792,227,183
7793,445,351
7794,225,161
7795,469,499
7796,463,331
7797,79,61
7798,233,183
7799,145,417
7800,187,157
7801,387,157
7802,371,359
7803,353,133
7804,139,155
7805,419,261
7806,331,221
7807,455,279
7808,413,65
7809,303,453
7810,477,371
7811,435,169
7812,163,201
7813,451,355
7814,449,165
7815,461,129
7816,111,357
7817,189,251
7818,157,391
7819,81,265
7820,437,335
7821,477,267
7822,141,141
7823,405,79
7824,213,493
7825,471,373
7826,489,103
7827,295,103
7828,397,79
7829,259,111
7830,423,213
7831,413,389
7832,497,379
7833,337,299
7834,287,151
7835,495,479
7836,241,255
7837,495,249
7838,411,293
7839,237,421
7840,499,115
7841,187,135
7842,221,129
7843,273,227
7844,315,213
7845,157,181
7846,377,255
7847,335,357
7848,69,447
7849,383,237
7850,159,363
7851,109,221
7852,355,437
7853,213,383
7854,491,387
7855,257,87
7856,355,459
7857,453,199
7858,367,249
7859,235,327
7860,227,129
7861,81,331
7862,367,85
7863,383,291
7864,419,377
7865,337,277
7866,357,173
7867,429,433
7868,245,273
7869,165,263
7870,475,133
7871,409,221
7872,351,141
7873,387,433
7874,181,219
7875,447,375
7876,147,217
7877,419,477
7878,233,395
7879,453,317
7880,467,359
7881,497,349
7882,105,361
7883,393,397
7884,319,451
7885,141,469
7886,165,437
7887,167,99
7888,449,113
7889,297,75
7890,321,451
7891,377,167
7892,323,293
7893,71,197
7894,115,463
7895,121,449
7896,205,255
7897,225,143
7898,159,245
7899,399,307
7900,189,183
7901,461,343
7902,247,103
7903,461,177
7904,307,171
7905,487,141
7906,485,275
7907,63,301
7908,61,451
7909,111,185
7910,215,347
7911,275,439
7912,125,411
7913,75,435
7914,99,145
7915,231,499
7916,237,79
7917,225,241
7918,281,273
7919,75,165
7920,67,257
7921,499,407
7922,125,223
7923,85,283
7924,123,211
7925,411,293
7926,279,317
7927,249,67
7928,367,453
7929,307,337
7930,363,393
7931,209,405
7932,323,103
7933,477,357
7934,481,375
7935,183,423
7936,459,361
7937,463,123
7938,157,471
7939,385,61
7940,69,71
7941,363,373
7942,481,335
7943,111,389
7944,401,471
7945,423,323
7946,341,371
7947,387,123
7948,285,83
7949,417,373
7950,135,285
7951,391,417
7952,349,135
7953,483,83
7954,285,351
7955,357,435
7956,343,455
7957,451,231
7958,255,83
7959,155,123
7960,213,377
7961,103,343
7962,87,255
7963,355,139
7964,187,261
7965,93,247
7966,451,135
7967,377,455
7968,479,67
7969,263,205
7970,259,187
7971,405,281
7972,91,355
7973,189,425
7974,439,359
7975,149,343
7976,277,383
7977,361,293
7978,343,415
7979,351,463
7980,147,327
7981,265,309
7982,343,339
7983,361,297
7984,109,255
7985,445,191
7986,467,477
7987,203,63
7988,73,137
7989,195,249
7990,469,139
7991,403,179
7992,353,321
7993,377,247
7994,383,211
7995,471,125
7996,133,183
7997,267,443
7998,279,101
7999,77,181
8000,133,331
8001,199,183
8002,187,487
8003,393,337
8004,399,271
8005,215,463
8006,351,391
8007,81,81
8008,431,291
8009,271,219
8010,385,77
8011,391,381
8012,79,429
8013,185,81
8014,455,105
8015,477,305
8016,95,337
8017,141,129
8018,313,323
8019,495,283
8020,417,121
8021,315,181
8022,237,297
8023,395,85
8024,243,67
8025,401,159
8026,361,487
8027,493,329
8028,351,63
8029,233,327
8030,69,279
8031,277,155
8032,465,415
8033,429,251
8034,137,339
8035,455,497
8036,313,339
8037,345,81
8038,397,295
8039,123,453
8040,219,283
8041,83,315
8042,85,251
8043,343,467
8044,403,291
8045,289,149
8046,113,435
8047,403,389
8048,459,443
8049,463,453
8050,195,183
8051,161,471
8052,213,317
8053,121,143
8054,103,131
8055,257,197
8056,457,481
8057,145,297
8058,327,175
8059,181,103
8060,255,161
8061,419,93
8062,181,137
8063,77,249
8064,89,279
8065,165,97
8066,459,231
8067,279,455
8068,307,401
8069,165,157
8070,409,419
8071,429,447
8072,431,65
8073,77,335
8074,477,309
8075,443,283
8076,175,331
8077,169,343
8078,435,205
8079,173,439
8080,493,323
8081,327,199
8082,113,189
8083,85,89
8084,205,331
8085,397,447
8086,85,265
8087,149,429
8088,441,199
8089,207,199
8090,119,447
8091,239,465
8092,481,485
8093,409,247
8094,347,461
8095,463,103
8096,221,199
8097,121,233
8098,123,451
8099,83,441
8100,151,367
8101,163,313
8102,213,281
8103,367,405
8104,455,465
8105,243,435
8106,251,367
8107,263,193
8108,189,121
8109,393,433
8110,355,275
8111,483,89
8112,71,187
8113,277,303
8114,387,323
8115,249,285
8116,431,405
8117,67,397
8118,133,339
8119,181,341
8120,473,89
8121,201,103
8122,111,367
8123,235,167
8124,447,105
8125,377,181
8126,311,381
8127,367,177
8128,365,133
8129,477,193
8130,285,109
8131,89,333
8132,63,177
8133,291,361
8134,345,311
8135,69,287
8136,315,221
